"id","title","text","url","media_id","published_on","created_at","user","user_id","user_image","attached_image_url","social_media","social_media_custom_name","search_term","polarization","reach","favorite","tags","latitude","longitude","media_parent_id","country","country_short","state","state_short","city","gender","notes","tag","tag.1","tag.2","tag.3","tag.4"
16888,Google Plus Posts,"Artigo compartilhado: Baseada nessa premissa a Dra. Patrícia Nuno, Delegada de Lauro de Freitas dá um passo à frente e estabelece forte parceria com a Guarda Municipal de Lauro de Freitas, reconhecendo a importância da mes...",https://plus.google.com/107848963632783805676/posts/GSHFKqEVL4p,z12wt1jw5seyfvd2w23nvlizqv3vvrfqz04,2012-08-19 09:14:16 -0300,2018-02-15 14:15:28 -0200,sérgio Mario,107848963632783805676,https://lh6.googleusercontent.com/-JbZPidwejrA/AAAAAAAAAAI/AAAAAAAAJTw/Jz-m8trh5Ww/photo.jpg?sz=50,https://4.bp.blogspot.com/-OseeVGvXb7o/T4sNBdUS_9I/AAAAAAAABtQ/HnoD5nvd7Ew/w120-h120/Autoriza%C3%A7%C3%A3o+Professora+Rosana+(+INTER)+697.jpg,google_plus_posts,,"""guarda municipal de lauro de freitas""",positiva,2,false,"",,,,,,,,,M,""
16673,Google Plus Posts,Artigo compartilhado: Alguém viu uma piscina infantil passando por aqui? Posted 24th January by GIRARDI.PHOTOS. Labels: mar praia · GIRARDI PHOTOS. Recent; Date; Label; Author. Subscribe. Subscribe. RSS Feed. Add to Google...,https://plus.google.com/108430217130477382696/posts/CLwcz5FMVqg,z12vyx04axn4jzu2323bcbeayrnrcxcq004,2012-08-06 16:32:20 -0300,2018-02-15 11:08:31 -0200,MARCO GIRARDIPHOTOS,108430217130477382696,https://lh5.googleusercontent.com/-OHJtWvDcDFs/AAAAAAAAAAI/AAAAAAAAKBk/wA6W3FmmcXc/photo.jpg?sz=50,https://lh3.googleusercontent.com/proxy/RiFKjhU2nKI3KZKNoPGgc5jlT8DVemfP1kxEro_QfoNdHtiAtvGKGFL2qHyNcHVHRJsd483jOOtxq6Y6C_wY6INoPT3-vRbFizFXPtZh9Fpy7dUeNQxIuVFt68Hr_uKQXU9l_-0aHWWppMpCIgyTTOLk6PywTwbf_g=w506-h910,google_plus_posts,,"""Praia de Villas""",positiva,1,false,"",,,,,,,,,M,""
60466,Google Plus Posts,"Artigo compartilhado: Apoiado por muitas das mais relevantes personalidades da nossa sociedade civil, o MIL é um movimento cultural e cívico registado notarialmente no dia quinze de Outubro de 2010, que conta já com mais d...",https://plus.google.com/+RuiMartinsQuintus/posts/R4jJx76NHNH,z12pcbqzwlitvzvwj04cdx25ttv3sjjbexg0k,2012-07-28 12:38:05 -0300,2018-03-31 13:50:01 -0300,Rui Martins,101609610774847623868,https://lh4.googleusercontent.com/-hKH6Zt-Tprw/AAAAAAAAAAI/AAAAAAAARi4/dpy8_jHrt-o/photo.jpg?sz=50,https://lh3.googleusercontent.com/proxy/y6xCQ274UlJbehNwDcageugNd8kmhMCeG5oSoMHLKmltEIXelOZH8S9tKMhRXk2UPgZEDiZMv17GCSLt-PIuSL-ZoezL5LjLHhJhxBAy8po_K2liXdu7S6pH_xnwI1Eq=w120-h120,google_plus_posts,,"""Estação Aeroporto""",positiva,1,false,"",,,,,,,,,M,""
49717,Google Plus Posts,Casa Fred,https://plus.google.com/104835440027245375261/posts/WyuSPpG2ojc,z12fsnjgcuikvbbxn04cjtnzlmire3rhkdk,2012-07-23 05:46:57 -0300,2018-03-25 09:27:51 -0300,Frederico Meneses,104835440027245375261,https://lh6.googleusercontent.com/-0xU6zD5O3nE/AAAAAAAAAAI/AAAAAAAAwJs/gqgVkBykJfA/photo.jpg?sz=50,,google_plus_posts,,"""Praia de Buraquinho""",neutra,1,false,"",,,,,,,,,M,""
6278,Google Plus Posts,To aqui,https://plus.google.com/114107593786785808007/posts/GBcx8ZuBEEo,z122fxni5p2tchsuu22ytpeahsfwvblum,2012-07-17 22:26:39 -0300,2018-02-14 19:17:00 -0200,Emerson BiLL,114107593786785808007,https://lh6.googleusercontent.com/-RYy9TTQ01CM/AAAAAAAAAAI/AAAAAAAAK40/QWTeoDsLoXg/photo.jpg?sz=50,,google_plus_posts,,"""largo do caranguejo""",neutra,2,false,"",,,,,,,,,,""
7899,Google Plus Posts,"Artigo compartilhado: Como acontece quase todos os anos, na véspera do dia do meio ambiente, alunos da rede pública municipal plantaram mudas de pau-brasil, ypê e oiti nas margens do rio Sapato, em Lauro de Freitas. A ativ...",https://plus.google.com/115822859273802273387/posts/X6jWKQFSaY9,z13hijbhiwm1w1yhn04chxxavuvgjp0i1rk0k,2012-06-05 19:42:03 -0300,2018-02-14 19:18:11 -0200,Lauro de Freitas,115822859273802273387,https://lh6.googleusercontent.com/-6lpDvJ3Fq-Q/AAAAAAAAAAI/AAAAAAAAADw/PSRaQzAY_1U/photo.jpg?sz=50,https://lh3.googleusercontent.com/proxy/ViApk3bu-6eCULg6c8l6jylDzs4DpUfkzOusnZzPWrdeeatE6weNhZKFQvN-zA5N_jC7KAjRzs9aHy6REXHd0rAqTRMi5S12kqu0opVNe2xv6F9nZ4EXlo0MFfmHxkYJ1UdXiZzaxwMXrwKfsZ94AIxt4A=w506-h910,google_plus_posts,,"""Rio Sapato""",positiva,1,false,"",,,,,,,,,M,""
16657,Google Plus Posts,fotos comigo na praia de villas do atlantico..,https://plus.google.com/107356125772863510689/posts/7vhC1iiwn2H,z12zizxyxorjc1h1d22ccjzoqr2mwpodw,2012-04-26 18:17:00 -0300,2018-02-15 11:08:02 -0200,kaka ribeiro,107356125772863510689,https://lh4.googleusercontent.com/-vtMaFTnEly8/AAAAAAAAAAI/AAAAAAAADqM/u_2yl8nwBCc/photo.jpg?sz=50,,google_plus_posts,,"""Praia de Villas do Atlântico""",neutra,2,false,"",,,,,,,,,F,""
50203,Google Plus Posts,"Artigo compartilhado: Um jovem de 18 anos morreu afogado na tarde deste domingo (8), na praia de Ipitanga, em Lauro de Freitas, região metropolitana de Salvador. Agentes da 52ª Companhia da Polícia Militar (CIPM) informara...",https://plus.google.com/+WilsonCadeirante/posts/NqTeCiezRtT,z12kdh3qdxrzz1lg204chh04juz4zb24ol40k,2012-04-09 10:24:19 -0300,2018-03-25 09:29:08 -0300,Wilson Faustino,104845058798971496242,https://lh4.googleusercontent.com/-0l4pOL17KKc/AAAAAAAAAAI/AAAAAAAAHpA/MLIdz6fX4sQ/photo.jpg?sz=50,,google_plus_posts,,"""Praia de Ipitanga""",positiva,1,false,"",,,,,,,,,M,""
660,Google Plus Posts,Fotos adicionadas ao perfil,https://plus.google.com/111045229254839096288/posts/46iJZHJXNFp,z12bybyigwf2dbksm23hyllqsx2bufb3r,2012-01-23 07:52:10 -0200,2018-02-14 19:11:12 -0200,Durval Freire de Carvalho Olivieri,111045229254839096288,https://lh5.googleusercontent.com/-tO5vTlalvfY/AAAAAAAAAAI/AAAAAAAAi_I/HEkwrt0o3XY/photo.jpg?sz=50,,google_plus_posts,,"""jorge novis""",neutra,5,false,"",,,,,,,,,M,""
60467,Google Plus Posts,Making Of - Editorial feminino Revista Estação Aeroporto - Julho 2011,https://plus.google.com/103232837141410437526/posts/gbWnEiXo3re,z13vtrtjawu4wtrbg04cgdq5ny24ezjxwuk0k,2011-07-27 21:39:46 -0300,2018-03-31 13:50:01 -0300,Gert Mehlan,103232837141410437526,https://lh4.googleusercontent.com/-Sr5vJqJqSUI/AAAAAAAAAAI/AAAAAAAACS4/myYG-JgOLCs/photo.jpg?sz=50,https://lh3.googleusercontent.com/-hBKyK6iZzjg/TjCvhIv2rgI/AAAAAAAAAMk/AmO6Tizb39I/w506-h750/ecf08fd2896045a99e65ffeac00c7cf4_7.jpg,google_plus_posts,,"""Estação Aeroporto""",neutra,2,false,"",,,,,,,,,,""
678,Google Plus Posts,"<b>Terminal Turístico de Portão recebe 8 º Ao Som do Joanes nesse sábado 11/04</b><br/>Projeto Dance Comigo de Areia Branca se apresenta na 8 ª do Ao Som do Joanes O projeto Ao Som do Joanes realiza hoje(11/04) sua 8 ª edição com apresentações artísticas e culturais no espaço do Terminal Turístico Mãe Mirinha de Portão com muita diversidade, ...",https://plus.google.com/+LadislauLeal/posts/UkYcBb6x7Zu,z13uhlhoevb1gxx5504cfdqb5omofjozkv00k,2015-04-11 07:15:06 -0300,2018-02-14 19:11:30 -0200,Blog do Lau,108428829629741910910,https://lh3.googleusercontent.com/-10RsY-6jlQU/AAAAAAAAAAI/AAAAAAABsrQ/ru6AixHbU14/photo.jpg?sz=50,https://lh3.googleusercontent.com/proxy/PBwxLcsXTxzPLyR2A3bTE7Ra2IkKeNiD4XZFGDEBbzXAh5F1OSxaXSAmwPZ1qXG6lKWFRUTomjVMEn_G-0mxADIM_7SAo56DR-E7_IZguwrpbNHLJTlCdrfHrIchEN4LpOsF8D_v0wBQuhfuASNIZR2B2qloLjQIaOvO3Yz1ZAsI-bKnWJosOUdUwsnMCjTE97pxTNit0AIoq1TLH02q-l59wmm0ZetJEefcuI4NZrS2NAbRZDKZky9DE3jfu3PYCeq1UDscx05Yv8YWDZU04syg4KJ63mxiBqXPPyae9Ba6J_umIlGr=w506-h910,google_plus_posts,,"""terminal turístico mãe mirinha de portão""",neutra,1,false,"",,,,,,,,,,""
50231,Google Plus Posts,"<b>Praia de Ipitanga terá desligamento programado de energia na próxima terça-feira 14/04</b><br/>A COELBA informou em nota que irá realizar nessa próxima terça-feira(14/04), entre as 09 h e 15 h desse dia, o desligamento programado de fornecimento de energia elétrica em algumas ruas na localidades de Praia de Ipitanga. Segundo a empresa o desligamento ...",https://plus.google.com/105522571572064896762/posts/PrGR4RLKneF,z122frja5wuzidngc04cj35z0yimflryrkw0k,2015-04-11 05:57:50 -0300,2018-03-25 09:29:13 -0300,Lauro em Foco,105522571572064896762,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=50,https://2.bp.blogspot.com/-cU1XV3rHhGY/VP9MSxIQx9I/AAAAAAABPcM/w7E5Nm6PV9c/w506-h910/Coelba_horizontal_alta.jpg,google_plus_posts,,"""Praia de Ipitanga""",negativa,1,false,"",,,,,,,,,M,""
